ID;Usia;Jenis_Kelamin;Status_Pernikahan;Pendidikan;Jumlah_Anak;Wilayah;Jenis_Pekerjaan;Lama_Bekerja_Tahun;Pendapatan_Bulanan;Pengeluaran_Bulanan;Nilai_Aset;Hutang_Existing;Kepemilikan_Rumah;Riwayat_Kredit;Skor_Kesehatan_Keuangan;Jumlah_Rekening;Tujuan_Pinjaman;Jumlah_Pinjaman;Tenor_Bulan;Layak_Kredit
320;25;Laki-laki;Duda/Janda;S1;3;Jawa;PNS;1;13003803;6923122;92072156;123878;Milik Sendiri;Buruk;681;3;Renovasi Rumah;157298767;24;Tidak Layak
321;45;Laki-laki;Menikah;SMA;0;Jawa;Wirausaha;15;16156761;16105479;329234565;1483281;Kontrak;Buruk;378;5;Investasi;86842277;36;Layak
322;59;Laki-laki;Lajang;SMA;2;Jawa;Wirausaha;19;9245732;5121402;772474832;50764129;Milik Sendiri;Cukup;359;1;Pendidikan;121720573;48;Layak
323;23;Perempuan;Lajang;SMP;0;Jawa;PNS;4;14883498;11506516;492903949;93388233;Milik Sendiri;Baik;666;5;Investasi;79388497;24;Layak
324;53;Laki-laki;Menikah;S1;4;Sumatera;Swasta;22;7056977;2662156;750770830;38299954;Sewa;Cukup;451;3;Modal Usaha;113013549;36;Layak
325;22;Perempuan;Cerai;D3;3;Jawa;Swasta;5;14593916;13274717;146551651;90552038;Milik Sendiri;Cukup;425;4;Pendidikan;137637400;24;Layak
326;30;Laki-laki;Duda/Janda;SD;0;Sumatera;Swasta;17;14872794;14762024;187316809;18664207;Kontrak;Cukup;743;5;Renovasi Rumah;178579878;84;Layak
327;18;Laki-laki;Lajang;SMP;2;Sumatera;PNS;27;11259558;5944540;327199828;128982523;Sewa;Baik;805;1;Kesehatan;167402901;36;Layak
328;47;Laki-laki;Lajang;D3;0;Sulawesi;Swasta;28;11135252;13228036;461071321;103996415;Milik Sendiri;Cukup;442;1;Investasi;114685610;24;Layak
329;19;Perempuan;Menikah;SMA;4;Sumatera;PNS;34;12993281;11717340;435038784;39940846;Milik Sendiri;Baik;625;2;Modal Usaha;102715652;48;Layak
330;60;Laki-laki;Cerai;SMP;4;Jawa;Wirausaha;17;;4860570;197275420;;Sewa;Tidak Ada Riwayat;824;4;Pendidikan;69039253;60;Tidak Layak
331;45;Laki-laki;Lajang;S1;4;Jawa;Swasta;23;5332235;2289319;354690849;115456581;Kontrak;Baik;652;5;Modal Usaha;115584149;36;Layak
332;44;Laki-laki;Menikah;SMP;4;Sumatera;Swasta;17;3221252;3009428;64778978;80560010;Milik Sendiri;Cukup;370;4;Modal Usaha;91676193;12;Tidak Layak
333;18;Laki-laki;Lajang;D3;5;Jawa;Swasta;21;2162744;1294492;;109608081;Milik Sendiri;Buruk;691;4;Pendidikan;112469342;24;Tidak Layak
334;41;Laki-laki;Lajang;SMA;4;Kalimantan;Swasta;30;10164706;3928322;267980011;18215406;Milik Sendiri;Baik;817;4;Pendidikan;189346225;12;Layak
335;41;Laki-laki;Lajang;SMA;1;Kalimantan;Wirausaha;34;2645995;1340535;676699706;;Milik Sendiri;Tidak Ada Riwayat;713;3;Renovasi Rumah;190541959;36;Tidak Layak
336;56;Laki-laki;Menikah;D3;4;Sumatera;Wirausaha;23;14934738;6812212;630167720;18767621;Menumpang;Baik;661;1;Pendidikan;14398203;60;Layak
337;62;Perempuan;Lajang;S1;1;Sumatera;Tidak Bekerja;0;290796;500000;667294781;121584731;Kontrak;Cukup;551;2;Renovasi Rumah;123114988;24;Tidak Layak
338;58;Laki-laki;Lajang;S1;0;Sumatera;Wirausaha;15;13708429;10349350;772185631;98190076;Milik Sendiri;Cukup;486;2;Modal Usaha;191695744;48;Layak
339;52;Perempuan;Duda/Janda;S1;4;Kalimantan;Tidak Bekerja;0;145394;500000;382065080;132294364;Kontrak;Cukup;442;1;Investasi;81859244;60;Tidak Layak
340;45;Laki-laki;Lajang;S1;3;Kalimantan;Swasta;8;4339325;2073877;160713555;90696102;Milik Sendiri;Baik;349;4;Investasi;181640921;60;Tidak Layak
341;52;Perempuan;Lajang;D3;1;Sumatera;Freelance;6;2690582;1643353;493784935;132713211;Milik Sendiri;Baik;517;2;Renovasi Rumah;144037727;84;Layak
342;46;L;Menikah;SMA;2;Sumatera;Swasta;23;9641213;3583594;45549163;32833286;Milik Sendiri;Cukup;594;4;Konsumtif;143296377;36;Layak
343;63;Laki-laki;Lajang;D3;4;Kalimantan;Wirausaha;9;3239479;1424126;368948183;113017254;Sewa;Tidak Ada Riwayat;480;3;Pendidikan;142381120;12;Tidak Layak
344;23;Perempuan;Menikah;D3;2;Kalimantan;Wirausaha;2;17837262;18275156;512008436;126981531;Kontrak;Baik;753;3;Konsumtif;154100209;24;Layak
345;53;Perempuan;Lajang;D3;3;Jawa;Wirausaha;29;11972842;12720906;762539904;112990546;Kontrak;Baik;576;2;Modal Usaha;122802974;84;Layak
346;62;Perempuan;Lajang;S1;0;Bali;Wirausaha;26;8522032;3245196;125986507;130657748;Milik Sendiri;Buruk;797;4;Renovasi Rumah;101949604;60;Tidak Layak
347;44;Perempuan;Menikah;SMP;0;Sumatera;Tidak Bekerja;;308459;500000;508788075;131749570;Milik Sendiri;Buruk;646;4;Investasi;14580439;12;Tidak Layak
348;29;Laki-laki;Lajang;D3;4;Kalimantan;Swasta;7;;3993853;10525654;872033;Kontrak;Cukup;409;5;Renovasi Rumah;195373068;36;Tidak Layak
349;45;Perempuan;Menikah;SMP;2;Bali;Swasta;2;12126971;5017886;127487867;50306565;Kontrak;Baik;417;3;Kesehatan;170724516;24;Layak
350;37;Laki-laki;Menikah;SMA;5;Jawa;Swasta;6;4900067;2478322;219414211;118798906;Milik Sendiri;Buruk;668;2;Konsumtif;170662141;48;Tidak Layak
351;55;Perempuan;Lajang;SD;5;Jawa;Wirausaha;12;;5915206;671561699;140082914;Sewa;Cukup;310;1;Modal Usaha;77894556;84;Layak
352;47;Perempuan;Lajang;SMA;5;Jawa;Swasta;31;16127731;14262173;674245370;69845448;Menumpang;Buruk;848;3;Renovasi Rumah;98048772;84;Layak
353;52;Perempuan;Menikah;S2;0;Bali;PNS;33;8029506;8707884;44455833;39568859;Milik Sendiri;Baik;789;3;Modal Usaha;186601169;24;Layak
354;22;Laki-laki;Menikah;D3;1;Jawa;Wirausaha;12;9727811;4204226;706264357;105710477;Kontrak;Cukup;562;1;Investasi;25064202;36;Layak
355;64;Perempuan;Menikah;D3;0;Jawa;Wirausaha;31;5716904;5795214;518610121;55991076;Milik Sendiri;Cukup;622;1;Pendidikan;66373167;24;Layak
356;55;Laki-laki;Lajang;SMA;3;Sumatera;Swasta;28;2127320;1369541;273493759;139156219;Menumpang;Cukup;446;3;Modal Usaha;76583279;48;Tidak Layak
357;27;Laki-laki;Menikah;SMA;0;Sulawesi;Freelance;18;4860597;3365770;724547399;96530836;Kontrak;Buruk;392;4;Konsumtif;195921313;24;Tidak Layak
358;62;Laki-laki;Menikah;S1;2;Sumatera;Tidak Bekerja;;212884;500000;645080803;126450938;Milik Sendiri;Buruk;772;4;Pendidikan;195729581;84;Tidak Layak
359;33;Laki-laki;Menikah;SMA;4;Jawa;Swasta;13;11123603;7835418;469235111;137599435;Kontrak;Cukup;777;2;Modal Usaha;46846409;36;Layak
360;39;Perempuan;Menikah;S1;0;Jawa;Tidak Bekerja;;33261;500000;443071639;133144416;Sewa;Cukup;340;4;Kesehatan;156326988;12;Tidak Layak
361;52;Laki-laki;Duda/Janda;SMA;0;Jawa;Swasta;25;11388089;8102394;485063967;127503651;Sewa;Cukup;575;2;Pendidikan;102055564;60;Layak
362;64;Perempuan;Menikah;SMP;0;Jawa;Swasta;30;4442110;1780424;386466438;91639471;Milik Sendiri;Cukup;780;3;Konsumtif;74576299;36;Tidak Layak
363;50;Laki-laki;Lajang;S1;3;Bali;PNS;21;14683605;16708158;168270685;33557332;Sewa;Baik;376;1;Pendidikan;42865448;60;Layak
364;51;Laki-laki;Menikah;SMA;4;Sumatera;Swasta;14;15087742;10998035;152112214;77991417;Menumpang;Cukup;564;2;Pendidikan;10805739;36;Layak
365;58;Laki-laki;Lajang;SMA;2;Kalimantan;Swasta;34;11522586;6998701;79042025;5647255;Milik Sendiri;Buruk;648;5;Pendidikan;18949672;60;Tidak Layak
366;60;Perempuan;Menikah;S1;0;Kalimantan;Swasta;20;17500891;7728610;614996773;145173626;Milik Sendiri;Buruk;464;1;Konsumtif;169682251;36;Layak
367;19;Laki-laki;Lajang;S1;5;Jawa;Wirausaha;5;12277656;12413482;10870450;107131350;Kontrak;Baik;593;3;Modal Usaha;111044980;36;Layak
368;33;Perempuan;Menikah;S1;1;Bali;Swasta;11;9265062;6347980;634641912;27604564;Menumpang;Buruk;579;3;Modal Usaha;50406360;84;Layak
369;63;Perempuan;Lajang;S1;3;Jawa;Tidak Bekerja;0;340741;500000;238533706;17639809;Milik Sendiri;Buruk;;1;Modal Usaha;102177726;84;Tidak Layak
370;61;Perempuan;Cerai;SMA;5;Kalimantan;Swasta;25;15395169;6111045;292877676;30884122;Sewa;Baik;825;4;Modal Usaha;192997099;48;Layak
371;42;Perempuan;Menikah;SD;5;Bali;PNS;24;3691863;4115034;506195608;130545069;Kontrak;Cukup;645;3;Konsumtif;124599585;60;Tidak Layak
372;48;Perempuan;Menikah;SMA;3;Sumatera;PNS;27;8049711;5336070;638230099;92290007;Sewa;Cukup;386;3;Modal Usaha;189669212;48;Tidak Layak
373;50;Laki-laki;Duda/Janda;S1;2;Jawa;Swasta;7;13982041;6109110;788849539;85113979;Sewa;Baik;335;5;Konsumtif;60669575;24;Layak
374;28;Laki-laki;Lajang;S1;5;Jawa;Swasta;24;4485638;4043895;233406779;111597692;Sewa;Baik;489;1;Kesehatan;159974717;24;Tidak Layak
375;60;Laki-laki;Menikah;S1;0;Kalimantan;Freelance;16;7044467;7899156;165787451;47792146;Kontrak;Baik;546;4;Renovasi Rumah;81825147;48;Layak
376;31;Laki-laki;Duda/Janda;S1;2;Jawa;Swasta;34;5569866;3107469;745463840;30368266;Menumpang;Cukup;788;3;Pendidikan;167315524;24;Layak
377;50;Perempuan;Menikah;SMA;1;Sulawesi;Swasta;24;9509351;6046441;460209016;52588421;Milik Sendiri;Baik;598;4;Renovasi Rumah;76743095;36;Layak
378;42;Perempuan;Menikah;D3;0;Bali;PNS;4;11073578;9947734;794349926;105411807;Kontrak;Baik;837;4;Renovasi Rumah;33943348;36;Layak
379;55;Laki-laki;Menikah;S1;5;Sulawesi;Swasta;24;9993277;7976379;601568168;;Menumpang;Tidak Ada Riwayat;;3;Pendidikan;72497184;48;Tidak Layak
380;35;Laki-laki;Cerai;S1;0;Kalimantan;Freelance;4;8564975;8243004;201475067;31221771;Sewa;Baik;705;2;Pendidikan;191541210;36;Layak
381;64;Laki-laki;Menikah;S1;2;NTT/NTB;Wirausaha;18;12927697;12788689;747034623;134482361;Sewa;Buruk;572;3;Konsumtif;20863800;24;Layak
382;52;Laki-laki;Lajang;SMA;3;Jawa;Swasta;13;2798105;3173181;789822789;70551283;Sewa;Cukup;573;3;Konsumtif;185635005;60;Tidak Layak
383;27;Perempuan;Menikah;SMA;1;Bali;Wirausaha;18;3683318;2482819;250392510;113442371;Kontrak;Cukup;849;1;Konsumtif;90422618;84;Tidak Layak
384;31;Laki-laki;Menikah;D3;0;Sumatera;PNS;34;4884844;5687415;230715786;32540356;Sewa;Cukup;459;4;Kesehatan;33500073;60;Tidak Layak
385;28;Laki-laki;Lajang;SMA;4;Kalimantan;Freelance;14;9681815;8949812;334194257;5617884;Sewa;Cukup;458;3;Modal Usaha;46124538;48;Layak
386;18;Perempuan;Menikah;SD;5;NTT/NTB;Freelance;5;6948148;3662347;135580347;48255605;Milik Sendiri;Buruk;581;3;Renovasi Rumah;109061051;60;Tidak Layak
387;39;Laki-laki;Lajang;SD;3;Sumatera;Wirausaha;18;16003933;5350800;722946726;79505570;Kontrak;Buruk;;4;Renovasi Rumah;155398336;12;Layak
388;47;Laki-laki;Lajang;D3;1;Jawa;Swasta;6;6399077;4192873;692806349;84276326;Milik Sendiri;Baik;502;4;Modal Usaha;145255140;12;Layak
389;34;Laki-laki;Menikah;S1;1;Sumatera;Swasta;7;6437327;6993310;516870476;91308376;Sewa;Cukup;305;2;Modal Usaha;82492693;24;Tidak Layak
390;39;Laki-laki;Menikah;D3;0;Bali;Wirausaha;4;14456372;7936145;456143248;63684933;Sewa;Cukup;626;3;Pendidikan;128917239;24;Layak
391;44;Perempuan;Duda/Janda;SMA;4;JAWA;PNS;25;14821927;11150640;773393995;3022358;Kontrak;Buruk;580;2;Modal Usaha;194012096;24;Layak
392;46;Laki-laki;Menikah;S1;1;Jawa;Swasta;7;6879374;4586140;;87678246;Kontrak;Cukup;812;2;Renovasi Rumah;58234976;12;Layak
393;27;Perempuan;Menikah;SMA;1;Jawa;Swasta;28;9172678;8997535;642200993;80987894;Milik Sendiri;Buruk;710;2;Modal Usaha;46755578;48;Tidak Layak
394;37;Laki-laki;Duda/Janda;S1;4;Sumatera;Swasta;31;10266862;8467848;204797201;28251487;Kontrak;Cukup;652;3;Modal Usaha;155539858;48;Layak
395;46;Perempuan;Menikah;S1;2;Jawa;Swasta;20;10418065;11008485;193339627;11587754;Milik Sendiri;Buruk;;4;Konsumtif;133041090;48;Tidak Layak
396;23;Perempuan;Menikah;SMA;4;Jawa;PNS;27;3811216;1418052;227287723;;Sewa;Tidak Ada Riwayat;764;5;Renovasi Rumah;92332120;84;Tidak Layak
397;56;Perempuan;Cerai;D3;3;Jawa;Swasta;26;5059040;5073049;375830368;149407138;Kontrak;Baik;390;5;Investasi;79230807;24;Layak
398;38;LAKI-LAKI;Lajang;SMA;2;Sumatera;Swasta;28;17221442;20617007;149927908;;Kontrak;Tidak Ada Riwayat;476;5;Renovasi Rumah;125849249;60;Tidak Layak
399;41;Laki-laki;Lajang;D3;4;Kalimantan;Wirausaha;8;6770201;6772192;238466188;35835663;Milik Sendiri;Baik;648;2;Renovasi Rumah;135233277;12;Layak
400;55;Perempuan;Menikah;SMA;0;Jawa;PNS;27;3291579;3287559;42415638;103713505;Kontrak;Baik;394;4;Modal Usaha;23078408;48;Tidak Layak
401;63;Laki-laki;Menikah;SMA;4;Jawa;PNS;34;4776430;4852050;31164657;59709624;Milik Sendiri;Buruk;687;2;Konsumtif;91403605;24;Tidak Layak
402;39;Perempuan;Menikah;SD;3;Jawa;Swasta;15;4701243;2615048;368505785;107553211;Milik Sendiri;Cukup;393;5;Konsumtif;91661120;36;Tidak Layak
403;62;Perempuan;Lajang;SMA;2;Jawa;Freelance;26;3752437;4221849;751222088;11991250;Kontrak;Baik;469;2;Kesehatan;73386313;36;Layak
404;19;Laki-laki;Menikah;SMA;5;Bali;Swasta;1;14170550;14410484;656935739;147911014;Sewa;Baik;392;5;Renovasi Rumah;30295396;12;Layak
405;23;Laki-laki;Lajang;S1;0;Bali;Tidak Bekerja;0;143075;500000;567215438;42724518;Milik Sendiri;Tidak Ada Riwayat;804;5;Renovasi Rumah;99694414;48;Tidak Layak
406;28;Perempuan;Menikah;SMA;4;Sumatera;PNS;26;3048226;2114140;240629853;92205410;Milik Sendiri;Buruk;849;2;Renovasi Rumah;131353816;12;Tidak Layak
407;39;Perempuan;Lajang;SMA;4;Jawa;Swasta;17;2934709;1106907;146470619;64224549;Sewa;Baik;570;3;Konsumtif;7891541;24;Tidak Layak
408;44;Laki-laki;Lajang;D3;5;Sulawesi;Tidak Bekerja;;649548327;500000;395414555;146171702;Milik Sendiri;Baik;336;3;Pendidikan;132486213;12;Layak
409;60;Perempuan;Lajang;SMA;2;Jawa;Swasta;14;15325915;10280395;726666825;17287713;Sewa;Baik;817;5;Kesehatan;29390563;60;Layak
410;64;Perempuan;Lajang;S1;0;Jawa;Freelance;5;14589566;5394350;528972288;;Sewa;Tidak Ada Riwayat;375;1;Modal Usaha;181611819;36;Tidak Layak
411;53;Perempuan;Menikah;SMA;3;Jawa;Tidak Bekerja;;68671;500000;767709373;32961163;Milik Sendiri;Cukup;707;2;Pendidikan;195646587;12;Tidak Layak
412;43;Laki-laki;Lajang;D3;2;Sulawesi;Swasta;19;17030821;18123764;99501827;73093590;Sewa;Baik;665;2;Modal Usaha;192138141;60;Layak
413;33;Perempuan;Lajang;S1;5;Jawa;Wirausaha;2;2235025;1918962;696448814;144532352;Milik Sendiri;Buruk;405;1;Modal Usaha;40538326;48;Tidak Layak
414;25;Laki-laki;Menikah;SMA;5;Jawa;Wirausaha;23;17067611;16537704;370349244;66000062;Menumpang;Buruk;359;2;Kesehatan;120470374;12;Layak
415;32;Perempuan;Menikah;SMA;3;Sulawesi;Swasta;30;7266826;8259907;146912515;87507736;Milik Sendiri;Baik;431;4;Kesehatan;102845831;48;Layak
416;21;Perempuan;Lajang;SMA;2;Jawa;PNS;8;9502491;8451960;198188190;23669439;Menumpang;Baik;680;1;Pendidikan;156729950;12;Layak
417;20;Perempuan;Lajang;S1;0;Kalimantan;Wirausaha;3;3615778;1562354;70094584;11660505;Milik Sendiri;Buruk;491;3;Modal Usaha;38445353;12;Tidak Layak
418;58;Perempuan;Cerai;SD;4;Jawa;Swasta;28;17899193;9265076;724096869;43264822;Milik Sendiri;Buruk;626;5;Renovasi Rumah;38277241;36;Layak
419;63;Perempuan;Lajang;D3;3;Jawa;Swasta;8;5836195;2117783;277472902;115879070;Kontrak;Cukup;739;4;Renovasi Rumah;144337994;60;Tidak Layak
420;21;Perempuan;Menikah;SMA;1;Sumatera;Swasta;25;6848396;4065436;6428944;57722034;Kontrak;Buruk;647;4;Modal Usaha;50108589;84;Tidak Layak
421;51;Laki-laki;Lajang;SMA;0;Sumatera;Swasta;18;1733629;1020815;482090648;118951154;Menumpang;Baik;339;2;Kesehatan;177893635;48;Tidak Layak
422;24;Laki-laki;Duda/Janda;S2;1;Jawa;PNS;4;3268350;1611754;640154208;11946056;Sewa;Buruk;371;4;Konsumtif;81836133;60;Tidak Layak
423;28;Perempuan;Lajang;SMA;3;Sumatera;Swasta;10;5256297;3584705;501793680;81380726;Sewa;Baik;783;4;Renovasi Rumah;86151898;48;Layak
424;21;Perempuan;Menikah;SMP;2;Kalimantan;PNS;25;6561055;4531946;207559134;110393154;Kontrak;Cukup;683;1;Investasi;196412205;48;Tidak Layak
425;32;Perempuan;Lajang;D3;4;Sumatera;Wirausaha;34;3331086;1896007;750932472;53586130;Menumpang;Cukup;810;3;Renovasi Rumah;47496408;48;Tidak Layak
426;49;Perempuan;Menikah;SMA;2;Jawa;PNS;33;10720076;6020243;133876804;;Kontrak;Tidak Ada Riwayat;694;3;Renovasi Rumah;159763474;24;Tidak Layak
427;58;Perempuan;Menikah;SMA;3;Jawa;Wirausaha;27;10578625;6297756;18518732;34392437;Milik Sendiri;Cukup;770;5;Konsumtif;143893344;48;Layak
428;43;Laki-laki;Duda/Janda;D3;3;Jawa;Freelance;12;4819410;2433796;737270726;53023273;Kontrak;Baik;628;1;Modal Usaha;107593024;36;Layak
429;53;Perempuan;Lajang;D3;0;Sumatera;Freelance;19;10657186;12390788;346386088;27424011;Sewa;Baik;561;5;Renovasi Rumah;28440802;48;Layak
430;39;Perempuan;Menikah;S1;0;Sumatera;Swasta;17;15004747;5145458;533313653;46324273;Milik Sendiri;Tidak Ada Riwayat;804;2;Modal Usaha;14032054;48;Layak
431;29;Laki-laki;Cerai;SMA;3;Bali;Swasta;19;6135175;5088239;40667531;106618713;Milik Sendiri;Buruk;355;2;Investasi;6044071;60;Tidak Layak
432;26;Perempuan;Lajang;SMA;1;Sulawesi;Swasta;1;16211113;10731073;51397210;149665;Sewa;Cukup;400;4;Investasi;28581799;36;Layak
433;27;Perempuan;Cerai;D3;1;Bali;Freelance;31;17193865;12081748;171992110;115335078;Milik Sendiri;Buruk;468;5;Kesehatan;181833226;24;Layak
434;29;Laki-laki;Lajang;SMP;1;Jawa;Freelance;13;9459229;6898736;376197584;96956313;Sewa;Baik;770;3;Kesehatan;180766768;60;Layak
435;23;Laki-laki;Menikah;S2;2;Jawa;Wirausaha;2;9122837;8036784;588584106;143674217;Milik Sendiri;Baik;426;1;Renovasi Rumah;130991690;48;Layak
436;43;Laki-laki;Lajang;S1;1;Kalimantan;Swasta;22;12737316;8307368;357792503;115240218;Milik Sendiri;Buruk;405;5;Renovasi Rumah;64014221;36;Tidak Layak
437;23;Laki-laki;Menikah;S1;2;Jawa;PNS;25;5586794;4788925;31503744;113752637;Menumpang;Cukup;531;2;Kesehatan;86612103;48;Tidak Layak
438;63;Laki-laki;Lajang;SD;0;Jawa;Swasta;27;12725545;5939937;616787575;5839397;Sewa;Buruk;490;5;Modal Usaha;195922209;48;Layak
439;46;Laki-laki;Menikah;S1;3;Bali;Tidak Bekerja;0;99211;500000;311929719;7353834;Milik Sendiri;Baik;482;5;Investasi;171996187;48;Tidak Layak
440;47;Perempuan;Cerai;SMA;4;Sulawesi;Tidak Bekerja;;146030;500000;110063496;82292809;Sewa;Buruk;665;2;Renovasi Rumah;87424013;12;Tidak Layak
441;58;Perempuan;Cerai;D3;4;Jawa;Swasta;22;12962897;6451547;76277664;99252843;Menumpang;Baik;397;1;Kesehatan;44154964;12;Layak
442;30;Perempuan;Lajang;S1;3;Sumatera;Wirausaha;24;4123788;2306711;462660675;14839095;Menumpang;Buruk;461;3;Pendidikan;120074431;48;Tidak Layak
443;18;Perempuan;Menikah;SMP;4;Jawa;Swasta;16;9907841;8798016;137847154;146745808;Milik Sendiri;Baik;845;4;Renovasi Rumah;138678984;24;Layak
444;29;Laki-laki;Menikah;S2;5;Bali;Wirausaha;33;;9745385;472642574;80565140;Sewa;Buruk;791;2;Renovasi Rumah;192577363;36;Layak
445;43;Laki-laki;Lajang;SMP;3;Kalimantan;PNS;25;8489257;7083632;562760197;25199926;Milik Sendiri;Baik;802;4;Modal Usaha;72794612;12;Layak
446;57;LAKI-LAKI;Lajang;D3;5;Kalimantan;Tidak Bekerja;0;205080;500000;25528534;74847114;Milik Sendiri;Baik;670;5;Konsumtif;152133611;12;Tidak Layak
447;30;Laki-laki;Duda/Janda;S1;5;Jawa;Freelance;30;2649971;1763916;161506129;117073866;Kontrak;Baik;467;5;Renovasi Rumah;165296897;24;Tidak Layak
448;52;Perempuan;Menikah;D3;2;Jawa;Freelance;13;13932943;8537710;711272608;3646539;Menumpang;Buruk;537;4;Investasi;6276279;24;Layak
449;38;Perempuan;Menikah;D3;4;Sumatera;Swasta;26;13974819;13460751;582531119;128003569;Milik Sendiri;Cukup;616;4;Modal Usaha;186117441;24;Layak
450;59;Laki-laki;Lajang;S1;1;Kalimantan;Tidak Bekerja;;474144;500000;736494681;;Sewa;Tidak Ada Riwayat;667;5;Modal Usaha;141535278;84;Tidak Layak
451;58;Laki-laki;Cerai;S1;3;Jawa;Swasta;1;17722222;20702180;329411668;37543891;Sewa;Baik;656;2;Renovasi Rumah;177655098;60;Layak
452;58;Laki-laki;Cerai;S1;0;Jawa;Freelance;23;5501254;2010961;546581678;125500374;Menumpang;Buruk;485;4;Konsumtif;188794279;84;Tidak Layak
453;58;Perempuan;Lajang;SMA;4;Bali;Wirausaha;16;16880912;16506352;113870272;81414599;Kontrak;Baik;396;4;Investasi;178094866;12;Layak
454;29;Laki-laki;Menikah;S1;3;Sumatera;PNS;29;3504044;1525438;573935414;37172606;Kontrak;Cukup;334;3;Investasi;49796658;24;Tidak Layak
455;60;Perempuan;Menikah;SMA;3;Jawa;PNS;12;11936793;12886572;311649673;137804518;Sewa;Cukup;486;5;Renovasi Rumah;58167307;36;Layak
456;52;Perempuan;Lajang;SMA;4;Kalimantan;Swasta;32;1795773;1352784;58461157;84131618;Sewa;Baik;577;5;Modal Usaha;141439918;36;Tidak Layak
457;46;Laki-laki;Duda/Janda;SMA;5;Jawa;Wirausaha;29;4608541;4993289;51776424;123495592;Milik Sendiri;Buruk;643;4;Renovasi Rumah;68148193;12;Tidak Layak
458;23;Laki-laki;Menikah;SMA;2;Kalimantan;Wirausaha;11;15703535;6047462;631868631;46215025;Sewa;Cukup;444;2;Kesehatan;129302670;60;Layak
459;47;Laki-laki;Cerai;SMA;5;Sumatera;Wirausaha;16;9321688;8501533;408752352;84572130;Menumpang;Cukup;792;1;Renovasi Rumah;33814404;24;Layak
460;27;Laki-laki;Menikah;SMA;5;Sumatera;Wirausaha;15;6005341;6199056;300509707;126830431;Sewa;Cukup;604;4;Konsumtif;151815659;12;Tidak Layak
461;45;Perempuan;Menikah;SMA;2;Jawa;Swasta;4;16968326;11580345;73692954;142713183;Sewa;Buruk;735;4;Pendidikan;21582711;60;Tidak Layak
462;42;Perempuan;Menikah;SMA;5;Jawa;Swasta;16;13902815;4669028;55276018;56670837;Milik Sendiri;Cukup;743;1;Pendidikan;160290313;12;Layak
463;53;Laki-laki;Menikah;SMA;1;Jawa;Swasta;27;7200366;4270336;290548997;48852564;Milik Sendiri;Cukup;664;3;Modal Usaha;105408225;60;Layak
464;31;Perempuan;Menikah;D3;5;Jawa;Freelance;8;11952531;8749720;375561463;123832363;Milik Sendiri;Baik;415;1;Konsumtif;147318852;48;Layak
465;42;Laki-laki;Cerai;S1;0;Kalimantan;PNS;10;4928477;4008202;43839274;91863650;Sewa;Baik;372;5;Modal Usaha;143881109;60;Layak
466;35;Perempuan;Duda/Janda;SMP;0;Jawa;PNS;16;10757562;8209861;161749194;142784914;Sewa;Cukup;608;5;Konsumtif;120074228;24;Tidak Layak
467;45;Perempuan;Menikah;SMA;5;Sumatera;PNS;11;14233028;5954004;640436538;94585318;Milik Sendiri;Buruk;791;4;Modal Usaha;180698430;24;Layak
468;59;Perempuan;Lajang;S2;4;Sumatera;Swasta;2;12924909;7810607;230211141;121462763;Milik Sendiri;Cukup;612;1;Kesehatan;75152189;36;Tidak Layak
469;22;Perempuan;Lajang;D3;5;Sumatera;Wirausaha;23;16943477;11025556;660190238;144980393;Milik Sendiri;Cukup;;4;Konsumtif;188304071;48;Layak
470;54;Laki-laki;Menikah;SMA;1;NTT/NTB;Tidak Bekerja;;95836;500000;10594772;91110502;Kontrak;Baik;304;4;Renovasi Rumah;161653132;12;Tidak Layak
471;39;Perempuan;Lajang;S1;3;Jawa;Swasta;15;12891363;10460688;606946145;78552794;Kontrak;Baik;551;1;Kesehatan;118299076;36;Layak
472;60;Perempuan;Menikah;S1;4;Kalimantan;Tidak Bekerja;0;36697;500000;554279887;2953764;Menumpang;Tidak Ada Riwayat;492;1;Konsumtif;164200547;12;Tidak Layak
473;20;Laki-laki;Cerai;S1;3;Sulawesi;Wirausaha;34;5530861;4887618;353859110;12986211;Sewa;Tidak Ada Riwayat;779;4;Kesehatan;196175943;36;Tidak Layak
474;39;Perempuan;Menikah;SMA;3;Sulawesi;Freelance;30;8501559;5131089;242840889;43322679;Milik Sendiri;Buruk;825;2;Konsumtif;93735022;12;Tidak Layak
475;36;Perempuan;Lajang;SD;5;Jawa;Wirausaha;18;17971932;12132188;539185368;21481561;Milik Sendiri;Baik;737;3;Modal Usaha;72534442;48;Layak
476;37;Perempuan;Lajang;S1;5;Jawa;Swasta;29;2932139;988664;663976671;26453112;Kontrak;Baik;480;2;Investasi;63408336;48;Layak
477;55;Laki-laki;Menikah;S1;4;Jawa;PNS;8;8447125;8172147;227145163;;Milik Sendiri;Tidak Ada Riwayat;321;3;Modal Usaha;127083112;24;Tidak Layak
478;63;Laki-laki;Menikah;SMA;2;Sulawesi;Swasta;15;15227213;16195331;408436530;63211026;Milik Sendiri;Baik;491;1;Konsumtif;31213533;84;Layak
479;19;Perempuan;Menikah;SMA;3;Jawa;Swasta;23;3452589;2864140;357665555;7556957;Sewa;Tidak Ada Riwayat;730;3;Pendidikan;60788900;24;Tidak Layak
